dataset	column	dtype	description	n_unique_values	n_empty_values	bids_levels	bids_units	is_categorical	min	max	standardized_var	assessment_term	assessment_label	age_format
ds005346	experiment	string	The experiment which the participant took part in	2	0	fmri, meg		True						
ds005346	age	Int64	Age of the participant	10	0		years	False	19	30	nb:Age			nb:FromFloat
ds005346	sex	string	Sex of the participant	2	0	M, F		True			nb:Sex			
ds004166	participant_id	string	Unique participant identifier	60	98			False			nb:ParticipantID			
ds004166	group	string	type of subject group the subject belongs to (e.g. Forward, Backward, Control...)	3	98			True						
ds004166	sex	string	Biological sex of the participant	2	98	F, M		True			nb:Sex			
ds004166	ED_age	Int64	Age of the participant accept education	8	98		years	True	12	19				
ds004166	age	Int64	Age of the participant at time of testing	10	98		years	False	18	27	nb:Age			nb:FromFloat
ds004166	IQ	Int64	intelligent of the participant	20	98			False	105	139				
ds007022	participant_id	string		60	0			False			nb:ParticipantID			
ds007022	age	Int64	age of the participant during first scan session	7	0		year	True	18	24	nb:Age			nb:FromFloat
ds007022	sex	string	sex of the participant as reported by the participant	1	0	m, f		True			nb:Sex			
ds007022	group	string	experimental group the participant belonged to	3	0	Braille, Music, Control		True						
ds007022	handedness	string	handedness of the participant as reported by the participant	1	0	r, l		True						
ds007022	foreign_languages	Int64	the number of foreign languages participant declared to know, apart from their native language	5	0			True	1	6				
ds005012	participant_id	string	This is the BIDS subject ID for the AHRB MRI data	60	0			False			nb:ParticipantID			
ds005012	age	Float64	Age at Scan Session 01 (AHRB Study: Phase II Wave I)	33	0			False	17.2	21.4	nb:Age			nb:FromFloat
ds005012	sex	Int64		2	0	0, 1		True	0	1	nb:Sex			
ds005012	race	Int64	Race/Ethnicity reported by participants per requirements for NIH participant enrollment.	4	0	1, 2, 3, 4		True	1	4				
ds005012	days_ses1toses2	Int64	These are the number of days between scans from Phase 2 Wave 1 to Phase 2 Wave2	46	0			False	352	692				
ds004148	participant_id	string	Unique participant identifier	60	0			False			nb:ParticipantID			
ds004148	age	Int64	Age of the participant at time of testing	8	0		years old	True	18	28	nb:Age			nb:FromFloat
ds004148	sex	string	Biological sex of the participant	2	0	f, m		True			nb:Sex			
ds004148	Height	Float64	Uncountable and countable (tallness) of the participant at time of testing	26	2		centimeter	False	1.65	185.0				
ds004148	Weight	Float64	Uncountable and countable (measure of heaviness) of the participant at time of testing	35	2		kilogram	False	42.0	172.0				
ds004148	SAS_1stVisit	Int64	Overall score of the SAS during participants' first visit	23	2			False	26	69				
ds004148	SDS_1stVisit	Int64	Overall score of the SDS during participants' first visit	22	2			False	29	64				
ds004148	ESS_1stVisit	string	Overall score of the ESS during participants' first visit	17	1			False						
ds004148	SAS_2ndVisit	string	Overall score of the SAS during participants' second visit	29	0			False						
ds004148	SDS_2ndVisit	Int64	Overall score of the SDS during participants' second visit	27	0			False	28	74				
ds004148	ESS_2ndVisit	Int64	Overall score of the ESS during participants' second visit	16	0			False	2	19				
ds004148	(1)Discontinuity of Mind_session1	Int64	Overall score of the first dimention of ARSQ2.0(Discontinuity of Mind) at session1	12	3			False	0	11				
ds004148	(2)Theory of Mind_session1	Int64	Overall score of the second dimention of ARSQ2.0(Theory of Mind) at session1	13	3			False	0	12				
ds004148	(3)Self_session1	Int64	Overall score of the third dimention of ARSQ2.0(Self) at session1	9	3			True	3	12				
ds004148	(4)Planning_session1	Int64	Overall score of the fourth dimention of ARSQ2.0(Planning) at session1	10	3			False	3	12				
ds004148	(5)Sleepiness_session1	Int64	Overall score of the fifth dimention of ARSQ2.0(Sleepiness) at session1	13	3			False	0	12				
ds004148	(6)Comfort_session1	Int64	Overall score of the sixth dimention of ARSQ2.0(Comfort) at session1	11	3			False	1	11				
ds004148	(7)Somatic Awareness_session1	string	Overall score of the seventh dimention of ARSQ2.0(Somatic Awareness) at session1	13	2			False						
ds004148	(8)Health Concern_session1	Int64	Overall score of the eighth dimention of ARSQ2.0(Health Concern) at session1	9	3			True	2	11				
ds004148	(9)Visual Thought_session1	Int64	Overall score of the ninth dimention of ARSQ2.0(Visual Thought) at session1	11	3			False	0	12				
ds004148	(10)Verbal Thought_session1	Int64	Overall score of the tenth dimention of ARSQ2.0(Verbal Thought) at session1	13	3			False	0	12				
ds004148	KSS_session1	Int64	Overall score of the KSS at session1	9	3			True	1	9				
ds004148	PANAS-P_session1	Int64	Overall score of the Positive Affect(PA) measured by PANAS at session1	23	3			False	18	43				
ds004148	PANAS-N_session1	Int64	Overall score of the Negative Affect(NA) measured by PANAS at session1	21	3			False	10	34				
ds004148	Subtraction_Correct/Not correct_session1	string	The corectness of the final answer during the Subtraction sate at session1	3	4	1, 0, n/a		True						
ds004148	Subtraction_The final number_session1	Int64	The final answer during the Subtraction sate at session1	50	5			False	3464	4941				
ds004148	Music Times of singing music lyrics_session1	Float64	Times of singing music lyrics during the music state at session1	11	6			False	1.0	13.0				
ds004148	Memory_Times of recall_session1	Float64	Times of recalling the events of the day from when participants awoke until they arrived at the lab during the memory state at session1	6	5			True	0.0	4.0				
ds004148	(1) Discontinuity of Mind_session2	Int64		12	2			False	0	11				
ds004148	(2) Theory of Mind_session2	Int64		13	2			False	0	12				
ds004148	(3)Self_session2	Int64	Overall score of the third dimention of ARSQ2.0(Self) at session2	11	2			False	2	12				
ds004148	(4)Planning_session2	Int64	Overall score of the fourth dimention of ARSQ2.0(Planning) at session2	12	2			False	1	12				
ds004148	(5)Sleepiness_session2	Int64	Overall score of the fifth dimention of ARSQ2.0(Sleepiness) at session2	13	2			False	0	12				
ds004148	(6)Comfort_session2	Int64	Overall score of the sixth dimention of ARSQ2.0(Comfort) at session2	11	2			False	1	12				
ds004148	(7)Somatic Awareness_session2	Int64	Overall score of the seventh dimention of ARSQ2.0(Somatic Awareness) at session2	10	2			False	0	9				
ds004148	(8)Health Concern_session2	Int64	Overall score of the eighth dimention of ARSQ2.0(Health Concern) at session2	10	2			False	2	12				
ds004148	(9)Visual Thought_session2	Int64	Overall score of the ninth dimention of ARSQ2.0(Visual Thought) at session2	11	2			False	2	12				
ds004148	(10)Verbal Thought_session2	Int64	Overall score of the tenth dimention of ARSQ2.0(Verbal Thought) at session2	12	2			False	0	12				
ds004148	KSS_session2	Int64	Overall score of the KSS at session2	9	2			True	1	9				
ds004148	PANAS-P_session2	Int64	Overall score of the Positive Affect(PA) measured by PANAS at session2	26	2			False	11	49				
ds004148	PANAS-N_session2	Int64	Overall score of the Negative Affect(NA) measured by PANAS at session2	21	2			False	10	37				
ds004148	Subtraction_Correct/Not correct_session2	Int64	The corectness of the final answer during the Subtraction sate at session2	2	4	1, 0, n/a		True	0	1				
ds004148	Subtraction_The final number_session2	Int64	The final answer during the Subtraction sate at session2	53	4			False	655	5507				
ds004148	Music_Times of singing music lyrics_session2	Float64		11	4			False	1.0	10.0				
ds004148	Memory_Times of recall_session2	Float64	Times of recalling the events of the day from when participants awoke until they arrived at the lab during the memory state at session2	6	4			True	0.0	7.0				
ds004148	(1)Discontinuity of Mind_session3	Int64	Overall score of the first dimention of ARSQ2.0(Discontinuity of Mind) at session3	12	5			False	0	11				
ds004148	(2)Theory of Mind_session3	Int64	Overall score of the second dimention of ARSQ2.0(Theory of Mind) at session3	11	5			False	0	12				
ds004148	(3)Self_session3	Int64	Overall score of the third dimention of ARSQ2.0(Self) at session3	10	5			False	1	12				
ds004148	(4)Planning_session3	Int64	Overall score of the fourth dimention of ARSQ2.0(Planning) at session3	11	5			False	2	12				
ds004148	(5)Sleepiness_session3	Int64	Overall score of the fifth dimention of ARSQ2.0(Sleepiness) at session3	12	5			False	0	11				
ds004148	(6)Comfort_session3	Int64	Overall score of the sixth dimention of ARSQ2.0(Comfort) at session3	8	5			True	4	11				
ds004148	(7)Somatic Awareness_session3	Int64	Overall score of the seventh dimention of ARSQ2.0(Somatic Awareness) at session3	10	5			False	0	9				
ds004148	(8)Health Concern_session3	Int64	Overall score of the eighth dimention of ARSQ2.0(Health Concern) at session3	8	5			True	2	10				
ds004148	(9)Visual Thought_session3	Int64	Overall score of the ninth dimention of ARSQ2.0(Visual Thought) at session3	9	5			True	2	12				
ds004148	(10)Verbal Thought_session3	Int64	Overall score of the tenth dimention of ARSQ2.0(Verbal Thought) at session3	11	5			False	0	12				
ds004148	KSS_session3	Int64	Overall score of the KSS at session3	7	3			True	1	8				
ds004148	PANAS-P_session3	Int64	Overall score of the Positive Affect(PA) measured by PANAS at session3	24	3			False	18	43				
ds004148	PANAS-N_session3	Int64	Overall score of the Negative Affect(NA) measured by PANAS at session3	21	3			False	10	40				
ds004148	Subtraction_Correct/Not correct_session3	Int64	The corectness of the final answer during the Subtraction sate at session3	2	2	1, 0, n/a		True	0	1				
ds004148	Subtraction_The final number_session3	Int64	The final answer during the Subtraction sate at session3	56	2			False	3316	4951				
ds004148	Music_Times of singing music lyrics_session3	Float64		12	3			False	1.0	20.0				
ds004148	Memory_Times of recall_session3	Float64	Times of recalling the events of the day from when participants awoke until they arrived at the lab during the memory state at session3	9	3			True	0.0	7.0				
ds004148	 Mini_Item1_EO1	string		12	0			False						
ds004148	 Mini_Item2_EO1	string		12	0			False						
ds004148	 Mini_Item3_EO1	string		11	0			False						
ds004148	 Mini_Item4_EO1	string		12	0			False						
ds004148	 Mini_Item5_EO1	string		12	0			False						
ds004148	 Mini_Item6_EO1	string		11	0			False						
ds004148	 Mini_Item7_EO1	string		12	0			False						
ds004148	 Mini_Item8_EO1	string		12	0			False						
ds004148	 Mini_Item9_EO1	string		11	0			False						
ds004148	 Mini_Item10_EO1	string		11	0			False						
ds004148	 Mini_Item11_EO1	string		12	0			False						
ds004148	 Mini_Item12_EO1	string		12	0			False						
ds004148	 Mini_Item1_EC1	string		12	0			False						
ds004148	 Mini_Item2_EC1	string		12	0			False						
ds004148	 Mini_Item3_EC1	string		12	0			False						
ds004148	 Mini_Item4_EC1	string		11	0			False						
ds004148	 Mini_Item5_EC1	string		9	0			True						
ds004148	 Mini_Item6_EC1	string		11	0			False						
ds004148	 Mini_Item7_EC1	string		12	0			False						
ds004148	 Mini_Item8_EC1	string		11	0			False						
ds004148	 Mini_Item9_EC1	string		11	0			False						
ds004148	 Mini_Item10_EC1	string		12	0			False						
ds004148	 Mini_Item11_EC1	string		11	0			False						
ds004148	 Mini_Item12_EC1	string		12	0			False						
ds004148	 Mini_Item1_Music1	string		12	0			False						
ds004148	 Mini_Item2_Music1	string		12	0			False						
ds004148	 Mini_Item3_Music1	string		12	0			False						
ds004148	 Mini_Item4_Music1	string		12	0			False						
ds004148	 Mini_Item5_Music1	string		12	0			False						
ds004148	 Mini_Item6_Music1	string		11	0			False						
ds004148	 Mini_Item7_Music1	string		12	0			False						
ds004148	 Mini_Item8_Music1	string		12	0			False						
ds004148	 Mini_Item9_Music1	string		12	0			False						
ds004148	 Mini_Item10_Music1	string		12	0			False						
ds004148	 Mini_Item11_Music1	string		12	0			False						
ds004148	 Mini_Item12_Music1	string		12	0			False						
ds004148	 Mini_Item1_Memory1	string		12	0			False						
ds004148	 Mini_Item2_Memory1	string		12	0			False						
ds004148	 Mini_Item3_Memory1	string		12	0			False						
ds004148	 Mini_Item4_Memory1	string		11	0			False						
ds004148	 Mini_Item5_Memory1	string		9	0			True						
ds004148	 Mini_Item6_Memory1	string		11	0			False						
ds004148	 Mini_Item7_Memory1	string		12	0			False						
ds004148	 Mini_Item8_Memory1	string		11	0			False						
ds004148	 Mini_Item9_Memory1	string		9	0			True						
ds004148	 Mini_Item10_Memory1	string		12	0			False						
ds004148	 Mini_Item11_Memory1	string		11	0			False						
ds004148	 Mini_Item12_Memory1	string		12	0			False						
ds004148	 Mini_Item1_Subtraction1 	string		12	0			False						
ds004148	 Mini_Item2_Subtraction1	string		11	0			False						
ds004148	 Mini_Item3_Subtraction1	string		9	0			True						
ds004148	 Mini_Item4_Subtraction1	string		11	0			False						
ds004148	 Mini_Item5_Subtraction1	string		12	0			False						
ds004148	 Mini_Item6_Subtraction1	string		10	0			False						
ds004148	 Mini_Item7_Subtraction1	string		12	0			False						
ds004148	 Mini_Item8_Subtraction1	string		11	0			False						
ds004148	 Mini_Item9_Subtraction1	string		12	0			False						
ds004148	 Mini_Item10_Subtraction1	string		12	0			False						
ds004148	 Mini_Item11_Subtraction1	string		12	0			False						
ds004148	 Mini_Item12_Subtraction1	string		11	0			False						
ds004148	 Mini_Item1_EO2	string		12	0			False						
ds004148	 Mini_Item2_EO2	string		11	0			False						
ds004148	 Mini_Item3_EO2	string		12	0			False						
ds004148	 Mini_Item4_EO2	string		12	0			False						
ds004148	 Mini_Item5_EO2	string		12	0			False						
ds004148	 Mini_Item6_EO2	string		12	0			False						
ds004148	 Mini_Item7_EO2	string		12	0			False						
ds004148	 Mini_Item8_EO2	string		11	0			False						
ds004148	 Mini_Item9_EO2	string		12	0			False						
ds004148	 Mini_Item10_EO2	string		12	0			False						
ds004148	 Mini_Item11_EO2	string		12	0			False						
ds004148	 Mini_Item12_EO2	string		11	0			False						
ds004148	 Mini_Item1_EC2	string		12	0			False						
ds004148	 Mini_Item2_EC2	string		11	0			False						
ds004148	 Mini_Item3_EC2	string		11	0			False						
ds004148	 Mini_Item4_EC2	string		12	0			False						
ds004148	 Mini_Item5_EC2	string		9	0			True						
ds004148	 Mini_Item6_EC2	string		12	0			False						
ds004148	 Mini_Item7_EC2	string		12	0			False						
ds004148	 Mini_Item8_EC2	string		11	0			False						
ds004148	 Mini_Item9_EC2	string		12	0			False						
ds004148	 Mini_Item10_EC2	string		12	0			False						
ds004148	 Mini_Item11_EC2	string		11	0			False						
ds004148	 Mini_Item12_EC2	string		11	0			False						
ds004148	 Mini_Item1_Music2	string		12	0			False						
ds004148	 Mini_Item2_Music2	string		12	0			False						
ds004148	 Mini_Item3_Music2	string		11	0			False						
ds004148	 Mini_Item4_Music2	string		12	0			False						
ds004148	 Mini_Item5_Music2	string		10	0			False						
ds004148	 Mini_Item6_Music2	string		12	0			False						
ds004148	 Mini_Item7_Music2	string		11	0			False						
ds004148	 Mini_Item8_Music2	string		12	0			False						
ds004148	 Mini_Item9_Music2	string		11	0			False						
ds004148	 Mini_Item10_Music2	string		12	0			False						
ds004148	 Mini_Item11_Music2	string		11	0			False						
ds004148	 Mini_Item12_Music2	string		12	0			False						
ds004148	 Mini_Item1_Memory2	string		12	0			False						
ds004148	 Mini_Item2_Memory2	string		9	0			True						
ds004148	 Mini_Item3_Memory2	string		12	0			False						
ds004148	 Mini_Item4_Memory2	string		11	0			False						
ds004148	 Mini_Item5_Memory2	string		11	0			False						
ds004148	 Mini_Item6_Memory2	string		11	0			False						
